,"(mm) Grass Reference ET (URMA) at -120.2609E,39.4333N, 1985-10-01 to 2025-11-01"
"2020-12-12",0.5485
"2020-12-13",0.3745
"2020-12-14",0.1786
"2020-12-15",0.3465
"2020-12-16",0.5717
"2020-12-17",0.3898
"2020-12-18",0.6835
"2020-12-19",0.74
"2020-12-20",1.087
"2020-12-21",1.2086
"2020-12-22",1.0478
"2020-12-23",0.7227
"2020-12-24",0.9169
"2020-12-25",0.822
"2020-12-26",0.4057
"2020-12-27",0.4477
"2020-12-28",0.3023
"2020-12-29",0.5838
"2020-12-30",0.8823
"2020-12-31",0.5401
"2021-01-01",0.6896
"2021-01-02",0.3379
"2021-01-03",0.5471
"2021-01-04",0.3646
"2021-01-05",0.7507
"2021-01-06",1.0545
"2021-01-07",0.6521
"2021-01-08",0.5912
"2021-01-09",0.6596
"2021-01-10",0.7771
"2021-01-11",1.0091
"2021-01-12",1.0637
"2021-01-13",0.5531
"2021-01-14",0.9149
"2021-01-15",0.9172
"2021-01-16",0.9128
"2021-01-17",1.066
"2021-01-18",1.2245
"2021-01-19",1.0031
"2021-01-20",1.0759
"2021-01-21",1.1209
"2021-01-22",0.743
"2021-01-23",0.3105
"2021-01-24",0.5616
"2021-01-25",0.3024
"2021-01-26",0.5286
"2021-01-27",0.4394
"2021-01-28",0.4083
"2021-01-29",0.3216
"2021-01-30",0.8317
"2021-01-31",0.74
"2021-02-01",1.2784
"2021-02-02",0.863
"2021-02-03",0.5366
"2021-02-04",1.0529
"2021-02-05",1.4677
"2021-02-06",1.4212
"2021-02-07",1.5112
"2021-02-08",1.6424
"2021-02-09",0.8005
"2021-02-10",1.1273
"2021-02-11",0.7252
"2021-02-12",1.1082
"2021-02-13",0.7117
"2021-02-14",0.4977
"2021-02-15",0.653
"2021-02-16",1.3237
"2021-02-17",1.0991
"2021-02-18",1.118
"2021-02-19",0.6799
"2021-02-20",0.702
"2021-02-21",1.5523
"2021-02-22",1.9161
"2021-02-23",2.0469
"2021-02-24",1.7523
"2021-02-25",1.9244
"2021-02-26",2.0342
"2021-02-27",1.4608
"2021-02-28",1.8152
"2021-03-01",2.3285
"2021-03-02",1.9599
"2021-03-03",1.6996
"2021-03-04",2.2422
"2021-03-05",2.707
"2021-03-06",1.6711
"2021-03-07",2.2832
"2021-03-08",0.7107
"2021-03-09",1.1104
"2021-03-10",0.8574
"2021-03-11",0.828
"2021-03-12",1.9399
"2021-03-13",2.3723
"2021-03-14",2.0658
"2021-03-15",1.0147
"2021-03-16",2.0581
"2021-03-17",2.2534
"2021-03-18",1.3724
"2021-03-19",1.3411
"2021-03-20",1.1339
"2021-03-21",2.252
"2021-03-22",1.0746
"2021-03-23",1.5218
"2021-03-24",2.5847
"2021-03-25",1.6754
"2021-03-26",2.6263
"2021-03-27",3.0704
"2021-03-28",3.4689
"2021-03-29",3.1754
"2021-03-30",2.9146
"2021-03-31",3.1617
"2021-04-01",3.5928
"2021-04-02",3.4913
"2021-04-03",3.5207
"2021-04-04",3.697
"2021-04-05",3.0437
"2021-04-06",3.3302
"2021-04-07",2.9014
"2021-04-08",3.4828
"2021-04-09",3.5179
"2021-04-10",3.6981
"2021-04-11",3.4473
"2021-04-12",3.4616
"2021-04-13",2.1248
"2021-04-14",1.6291
"2021-04-15",2.333
"2021-04-16",2.8242
"2021-04-17",3.7988
"2021-04-18",4.0759
"2021-04-19",4.1744
"2021-04-20",3.9438
"2021-04-21",3.9013
"2021-04-22",3.8137
"2021-04-23",3.6803
"2021-04-24",1.6695
"2021-04-25",1.3801
"2021-04-26",2.0041
"2021-04-27",2.681
"2021-04-28",4.0257
"2021-04-29",4.5229
"2021-04-30",3.9698
"2021-05-01",4.7131
"2021-05-02",3.3351
"2021-05-03",4.1319
"2021-05-04",4.5687
"2021-05-05",4.7698
"2021-05-06",4.517
"2021-05-07",4.6104
"2021-05-08",4.2542
"2021-05-09",3.9583
"2021-05-10",4.3149
"2021-05-11",4.6496
"2021-05-12",5.0222
"2021-05-13",5.0767
"2021-05-14",5.0032
"2021-05-15",2.5853
"2021-05-16",2.8065
"2021-05-17",4.5916
"2021-05-18",4.791
"2021-05-19",4.5838
"2021-05-20",1.7635
"2021-05-21",1.6648
"2021-05-22",1.8063
"2021-05-23",2.7891
"2021-05-24",4.1547
"2021-05-25",4.4052
"2021-05-26",4.5127
"2021-05-27",4.9589
"2021-05-28",4.4591
"2021-05-29",4.8863
"2021-05-30",5.0674
"2021-05-31",5.3435
"2021-06-01",5.557
"2021-06-02",5.7314
"2021-06-03",5.9049
"2021-06-04",6.0007
"2021-06-05",6.1295
"2021-06-06",5.5498
"2021-06-07",5.1137
"2021-06-08",4.3878
"2021-06-09",3.0472
"2021-06-10",4.4839
"2021-06-11",4.6434
"2021-06-12",5.5832
"2021-06-13",5.5387
"2021-06-14",4.508
"2021-06-15",5.5145
"2021-06-16",5.4576
"2021-06-17",6.1134
"2021-06-18",6.2845
"2021-06-19",6.3021
"2021-06-20",6.4179
"2021-06-21",6.0853
"2021-06-22",5.872
"2021-06-23",5.5209
"2021-06-24",3.6239
"2021-06-25",5.3094
"2021-06-26",5.9066
"2021-06-27",6.1052
"2021-06-28",6.1723
"2021-06-29",5.9225
"2021-06-30",6.1778
"2021-07-01",5.6586
"2021-07-02",5.5609
"2021-07-03",4.9907
"2021-07-04",5.0113
"2021-07-05",5.9544
"2021-07-06",6.2284
"2021-07-07",6.3586
"2021-07-08",6.6199
"2021-07-09",6.2058
"2021-07-10",6.3925
"2021-07-11",6.7981
"2021-07-12",6.5933
"2021-07-13",6.3862
"2021-07-14",6.4132
"2021-07-15",6.2373
"2021-07-16",5.9061
"2021-07-17",5.9516
"2021-07-18",5.7808
"2021-07-19",5.2926
"2021-07-20",5.8651
"2021-07-21",6.2697
"2021-07-22",5.9461
"2021-07-23",5.868
"2021-07-24",5.6603
"2021-07-25",4.6297
"2021-07-26",4.0556
"2021-07-27",3.5182
"2021-07-28",4.8006
"2021-07-29",4.5138
"2021-07-30",3.7076
"2021-07-31",3.4883
"2021-08-01",4.8225
"2021-08-02",5.5997
"2021-08-03",5.8631
"2021-08-04",6.3067
"2021-08-05",6.4121
"2021-08-06",4.0638
"2021-08-07",5.0721
"2021-08-08",5.4874
"2021-08-09",5.3157
"2021-08-10",5.2817
"2021-08-11",4.4995
"2021-08-12",4.775
"2021-08-13",5.1102
"2021-08-14",4.5682
"2021-08-15",4.7986
"2021-08-16",5.6674
"2021-08-17",5.4298
"2021-08-18",3.9668
"2021-08-19",4.3825
"2021-08-20",4.4916
"2021-08-21",4.5978
"2021-08-22",4.0255
"2021-08-23",4.4539
"2021-08-24",4.413
"2021-08-25",4.5388
"2021-08-26",4.5104
"2021-08-27",4.1684
"2021-08-28",4.3482
"2021-08-29",4.9107
"2021-08-30",5.1503
"2021-08-31",5.4356
"2021-09-01",4.9978
"2021-09-02",4.4867
"2021-09-03",4.0037
"2021-09-04",4.4472
"2021-09-05",4.6315
"2021-09-06",4.3894
"2021-09-07",4.8905
"2021-09-08",4.7045
"2021-09-09",4.4811
"2021-09-10",2.7278
"2021-09-11",3.9166
"2021-09-12",4.0406
"2021-09-13",3.8736
"2021-09-14",3.971
"2021-09-15",3.9395
"2021-09-16",3.8869
"2021-09-17",3.9977
"2021-09-18",4.0452
"2021-09-19",3.0555
"2021-09-20",3.5239
"2021-09-21",3.9974
"2021-09-22",3.377
"2021-09-23",3.4068
"2021-09-24",3.8331
"2021-09-25",4.0266
"2021-09-26",4.1699
"2021-09-27",4.1687
"2021-09-28",2.6083
"2021-09-29",2.6792
"2021-09-30",3.1345
"2021-10-01",3.0844
"2021-10-02",3.0336
"2021-10-03",3.1815
"2021-10-04",3.1985
"2021-10-05",2.8607
"2021-10-06",2.5389
"2021-10-07",1.4611
"2021-10-08",1.3951
"2021-10-09",2.055
"2021-10-10",2.5043
"2021-10-11",0.8254
"2021-10-12",1.8361
"2021-10-13",1.2178
"2021-10-14",1.9853
"2021-10-15",2.4863
"2021-10-16",2.8056
"2021-10-17",2.7061
"2021-10-18",0.7512
"2021-10-19",1.6166
"2021-10-20",1.4089
"2021-10-21",0.6872
"2021-10-22",0.7232
"2021-10-23",0.679
"2021-10-24",0.4955
"2021-10-25",0.7399
"2021-10-26",0.804
"2021-10-27",1.4096
"2021-10-28",1.7549
"2021-10-29",1.5447
"2021-10-30",1.0582
"2021-10-31",1.126
"2021-11-01",0.9523
"2021-11-02",1.2587
"2021-11-03",1.7546
"2021-11-04",1.8039
"2021-11-05",2.5769
"2021-11-06",0.9653
"2021-11-07",1.3005
"2021-11-08",1.4387
"2021-11-09",0.5718
"2021-11-10",0.63
"2021-11-11",1.3046
"2021-11-12",1.4332
"2021-11-13",1.3381
"2021-11-14",1.2881
"2021-11-15",1.4745
"2021-11-16",1.3476
"2021-11-17",1.0477
"2021-11-18",1.5777
"2021-11-19",0.5595
"2021-11-20",0.7817
"2021-11-21",1.1609
"2021-11-22",1.3026
"2021-11-23",1.4073
"2021-11-24",1.1296
"2021-11-25",1.361
"2021-11-26",1.2232
"2021-11-27",1.0812
"2021-11-28",1.304
"2021-11-29",1.1341
"2021-11-30",1.049
"2021-12-01",1.2946
"2021-12-02",1.1073
"2021-12-03",1.0075
"2021-12-04",1.0343
"2021-12-05",0.9266
"2021-12-06",0.3597
"2021-12-07",0.2305
"2021-12-08",0.4176
"2021-12-09",0.3073
"2021-12-10",0.6059
"2021-12-11",0.7883
"2021-12-12",0.6648
"2021-12-13",0.2371
"2021-12-14",0.2353
"2021-12-15",0.3134
"2021-12-16",0.6166
"2021-12-17",0.6104
"2021-12-18",0.7722
"2021-12-19",1.2079
"2021-12-20",1.2697
"2021-12-21",1.4325
"2021-12-22",0.5997
"2021-12-23",0.3013
"2021-12-24",0.2482
"2021-12-25",0.281
"2021-12-26",0.333
"2021-12-27",0.3808
"2021-12-28",0.2688
"2021-12-29",0.1628
"2021-12-30",0.2862
"2021-12-31",0.5599
"2022-01-01",0.6454
"2022-01-02",0.8091
"2022-01-03",1.1138
"2022-01-04",0.449
"2022-01-05",0.854
"2022-01-06",1.0191
"2022-01-07",0.6085
"2022-01-08",0.7438
"2022-01-09",0.9074
"2022-01-10",0.7439
"2022-01-11",0.8865
"2022-01-12",1.3063
"2022-01-13",1.6395
"2022-01-14",0.948
"2022-01-15",0.7139
"2022-01-16",0.9038
"2022-01-17",0.9636
"2022-01-18",0.8356
"2022-01-19",1.0687
"2022-01-20",1.2375
"2022-01-21",1.0853
"2022-01-22",1.2619
"2022-01-23",1.2432
"2022-01-24",1.3064
"2022-01-25",1.36
"2022-01-26",1.2624
"2022-01-27",1.3715
"2022-01-28",1.264
"2022-01-29",1.1923
"2022-01-30",1.3343
"2022-01-31",1.5067
"2022-02-01",1.1144
"2022-02-02",1.1022
"2022-02-03",1.3898
"2022-02-04",1.3022
"2022-02-05",1.4593
"2022-02-06",1.6054
"2022-02-07",1.6578
"2022-02-08",1.7719
"2022-02-09",1.7981
"2022-02-10",1.8532
"2022-02-11",1.7865
"2022-02-12",1.9319
"2022-02-13",2.0283
"2022-02-14",1.9792
"2022-02-15",0.6279
"2022-02-16",1.2218
"2022-02-17",1.6906
"2022-02-18",1.8798
"2022-02-19",2.2502
"2022-02-20",1.9175
"2022-02-21",0.7965
"2022-02-22",0.6641
"2022-02-23",0.594
"2022-02-24",1.5542
"2022-02-25",1.4646
"2022-02-26",1.8209
"2022-02-27",1.9652
"2022-02-28",2.3721
"2022-03-01",2.3591
"2022-03-02",2.1828
"2022-03-03",1.8742
"2022-03-04",0.9168
"2022-03-05",0.7853
"2022-03-06",1.7748
"2022-03-07",2.0258
"2022-03-08",1.8654
"2022-03-09",1.4982
"2022-03-10",1.9
"2022-03-11",2.3948
"2022-03-12",2.5565
"2022-03-13",1.6796
"2022-03-14",2.2745
"2022-03-15",1.3909
"2022-03-16",2.3977
"2022-03-17",1.7599
"2022-03-18",2.6205
"2022-03-19",1.0908
"2022-03-20",2.229
"2022-03-21",2.589
"2022-03-22",3.0456
"2022-03-23",3.3014
"2022-03-24",3.1993
"2022-03-25",3.102
"2022-03-26",2.7535
"2022-03-27",2.9242
"2022-03-28",1.6161
"2022-03-29",1.9511
"2022-03-30",1.9339
"2022-03-31",2.7547
"2022-04-01",3.1879
"2022-04-02",2.8336
"2022-04-03",3.1835
"2022-04-04",2.075
"2022-04-05",3.3508
"2022-04-06",3.3712
"2022-04-07",3.8018
"2022-04-08",3.3679
"2022-04-09",3.1733
"2022-04-10",2.8613
"2022-04-11",0.992
"2022-04-12",1.6381
"2022-04-13",1.7344
"2022-04-14",1.4001
"2022-04-15",1.8224
"2022-04-16",1.1931
"2022-04-17",3.3397
"2022-04-18",3.5635
"2022-04-19",1.6372
"2022-04-20",2.2307
"2022-04-21",1.4174
"2022-04-22",1.7745
"2022-04-23",2.7196
"2022-04-24",3.5539
"2022-04-25",3.0417
"2022-04-26",3.695
"2022-04-27",3.5968
"2022-04-28",3.1782
"2022-04-29",3.6515
"2022-04-30",3.4339
"2022-05-01",3.5236
"2022-05-02",2.6955
"2022-05-03",3.9071
"2022-05-04",4.7343
"2022-05-05",3.1417
"2022-05-06",3.0988
"2022-05-07",3.5115
"2022-05-08",1.6357
"2022-05-09",1.4067
"2022-05-10",1.7731
"2022-05-11",1.9801
"2022-05-12",2.6943
"2022-05-13",4.31
"2022-05-14",4.8491
"2022-05-15",4.5734
"2022-05-16",4.2535
"2022-05-17",4.8378
"2022-05-18",5.0626
"2022-05-19",4.8624
"2022-05-20",3.941
"2022-05-21",4.3455
"2022-05-22",4.6591
"2022-05-23",4.8556
"2022-05-24",5.1959
"2022-05-25",5.3451
"2022-05-26",5.0344
"2022-05-27",4.1468
"2022-05-28",2.2375
"2022-05-29",4.0283
"2022-05-30",2.5691
"2022-05-31",4.3882
"2022-06-01",5.2151
"2022-06-02",3.8529
"2022-06-03",4.1916
"2022-06-04",2.4967
"2022-06-05",2.3422
"2022-06-06",5.1686
"2022-06-07",5.0395
"2022-06-08",4.8354
"2022-06-09",4.9544
"2022-06-10",5.8517
"2022-06-11",4.6571
"2022-06-12",2.3037
"2022-06-13",4.0054
"2022-06-14",5.0579
"2022-06-15",5.6643
"2022-06-16",6.3907
"2022-06-17",4.7598
"2022-06-18",2.9364
"2022-06-19",4.0829
"2022-06-20",3.7515
"2022-06-21",5.3946
"2022-06-22",4.889
"2022-06-23",4.085
"2022-06-24",5.6155
"2022-06-25",4.9212
"2022-06-26",6.0236
"2022-06-27",6.2965
"2022-06-28",6.1788
"2022-06-29",6.0518
"2022-06-30",6.0881
"2022-07-01",5.8203
"2022-07-02",5.6971
"2022-07-03",4.4564
"2022-07-04",4.8599
"2022-07-05",3.6726
"2022-07-06",4.9092
"2022-07-07",5.2589
"2022-07-08",5.6782
"2022-07-09",5.5013
"2022-07-10",5.4635
"2022-07-11",5.5895
"2022-07-12",6.0816
"2022-07-13",5.9335
"2022-07-14",6.1933
"2022-07-15",6.0841
"2022-07-16",6.2353
"2022-07-17",6.4162
"2022-07-18",6.0372
"2022-07-19",5.5714
"2022-07-20",5.9722
"2022-07-21",5.9655
"2022-07-22",6.2098
"2022-07-23",5.6676
"2022-07-24",5.4914
"2022-07-25",5.2909
"2022-07-26",3.3793
"2022-07-27",4.5688
"2022-07-28",5.5364
"2022-07-29",5.4093
"2022-07-30",4.3666
"2022-07-31",3.6472
"2022-08-01",2.884
"2022-08-02",4.9033
"2022-08-03",4.8488
"2022-08-04",5.2065
"2022-08-05",2.5619
"2022-08-06",4.9504
"2022-08-07",5.4316
"2022-08-08",4.8968
"2022-08-09",4.0588
"2022-08-10",5.2651
"2022-08-11",5.1326
"2022-08-12",5.316
"2022-08-13",5.3497
"2022-08-14",5.2013
"2022-08-15",5.44
"2022-08-16",4.0214
"2022-08-17",3.0983
"2022-08-18",3.9896
"2022-08-19",5.0011
"2022-08-20",5.1174
"2022-08-21",5.3228
"2022-08-22",5.5265
"2022-08-23",5.0737
"2022-08-24",5.4314
"2022-08-25",5.4243
"2022-08-26",5.3448
"2022-08-27",5.2742
"2022-08-28",4.8373
"2022-08-29",4.6722
"2022-08-30",4.8924
"2022-08-31",5.4073
"2022-09-01",4.8599
"2022-09-02",5.3502
"2022-09-03",5.8908
"2022-09-04",5.2896
"2022-09-05",4.5601
"2022-09-06",4.566
"2022-09-07",4.7866
"2022-09-08",4.828
"2022-09-09",3.9461
"2022-09-10",3.5078
"2022-09-11",3.2787
"2022-09-12",2.0358
"2022-09-13",3.4081
"2022-09-14",3.4916
"2022-09-15",3.3313
"2022-09-16",3.4667
"2022-09-17",3.0593
"2022-09-18",2.6685
"2022-09-19",1.2004
"2022-09-20",1.2239
"2022-09-21",1.2795
"2022-09-22",2.7829
"2022-09-23",3.187
"2022-09-24",3.3246
"2022-09-25",3.4528
"2022-09-26",3.4766
"2022-09-27",3.6273
"2022-09-28",3.7152
"2022-09-29",3.6814
"2022-09-30",2.9363
"2022-10-01",2.9587
"2022-10-02",2.9989
"2022-10-03",3.0609
"2022-10-04",3.0089
"2022-10-05",2.9435
"2022-10-06",3.1652
"2022-10-07",2.8827
"2022-10-08",2.793
"2022-10-09",1.5614
"2022-10-10",2.4989
"2022-10-11",2.7164
"2022-10-12",2.7198
"2022-10-13",2.7022
"2022-10-14",2.7334
"2022-10-15",2.5908
"2022-10-16",2.5558
"2022-10-17",2.4144
"2022-10-18",2.1694
"2022-10-19",2.5076
"2022-10-20",2.4153
"2022-10-21",2.8719
"2022-10-22",1.5406
"2022-10-23",1.2563
"2022-10-24",2.1282
"2022-10-25",1.6411
"2022-10-26",1.8078
"2022-10-27",1.73
"2022-10-28",1.8614
"2022-10-29",1.3133
"2022-10-30",1.7182
"2022-10-31",1.6823
"2022-11-01",1.2398
"2022-11-02",0.6031
"2022-11-03",0.7292
"2022-11-04",0.7592
"2022-11-05",0.7606
"2022-11-06",0.8422
"2022-11-07",0.8799
"2022-11-08",0.4546
"2022-11-09",0.4842
"2022-11-10",0.8594
"2022-11-11",0.8535
"2022-11-12",0.5209
"2022-11-13",0.8138
"2022-11-14",1.074
"2022-11-15",1.1417
"2022-11-16",1.1488
"2022-11-17",1.2492
"2022-11-18",0.9466
"2022-11-19",1.0067
"2022-11-20",1.2564
"2022-11-21",0.9804
"2022-11-22",0.9763
"2022-11-23",1.0762
"2022-11-24",1.1271
"2022-11-25",1.2916
"2022-11-26",1.0065
"2022-11-27",1.3863
"2022-11-28",0.9607
"2022-11-29",0.9239
"2022-11-30",1.2773
"2022-12-01",0.3667
"2022-12-02",0.5944
"2022-12-03",0.3851
"2022-12-04",0.481
"2022-12-05",0.4061
"2022-12-06",0.3121
"2022-12-07",0.6585
"2022-12-08",0.52
"2022-12-09",0.5407
"2022-12-10",0.3537
"2022-12-11",0.3524
"2022-12-12",0.2383
"2022-12-13",0.329
"2022-12-14",0.5832
"2022-12-15",0.6666
"2022-12-16",0.564
"2022-12-17",0.7878
"2022-12-18",0.731
"2022-12-19",0.5383
"2022-12-20",0.6432
"2022-12-21",0.6219
"2022-12-22",0.3751
"2022-12-23",0.5643
"2022-12-24",0.9722
"2022-12-25",0.8579
"2022-12-26",1.3667
"2022-12-27",0.3473
"2022-12-28",0.7912
"2022-12-29",0.4097
"2022-12-30",0.4205
"2022-12-31",0.2942
"2023-01-01",0.3235
"2023-01-02",0.3337
"2023-01-03",0.2517
"2023-01-04",0.3794
"2023-01-05",0.2473
"2023-01-06",0.3165
"2023-01-07",0.4744
"2023-01-08",0.4908
"2023-01-09",0.3064
"2023-01-10",0.3387
"2023-01-11",0.3431
"2023-01-12",0.7419
"2023-01-13",0.7761
"2023-01-14",0.305
"2023-01-15",0.2615
"2023-01-16",0.3327
"2023-01-17",0.5011
"2023-01-18",0.5716
"2023-01-19",0.7389
"2023-01-20",0.7885
"2023-01-21",0.9463
"2023-01-22",0.6621
"2023-01-23",0.8152
"2023-01-24",1.2247
"2023-01-25",1.1645
"2023-01-26",1.1163
"2023-01-27",1.1635
"2023-01-28",1.2952
"2023-01-29",0.437
"2023-01-30",0.7785
"2023-01-31",1.1392
"2023-02-01",1.1171
"2023-02-02",1.6532
"2023-02-03",0.9583
"2023-02-04",1.2495
"2023-02-05",0.5161
"2023-02-06",0.9852
"2023-02-07",0.9043
"2023-02-08",1.4425
"2023-02-09",1.6127
"2023-02-10",1.8197
"2023-02-11",0.8008
"2023-02-12",1.6487
"2023-02-13",2.0328
"2023-02-14",0.8855
"2023-02-15",1.2088
"2023-02-16",1.3424
"2023-02-17",1.4321
"2023-02-18",1.4708
"2023-02-19",1.6836
"2023-02-20",2.0269
"2023-02-21",1.0964
"2023-02-22",0.6234
"2023-02-23",0.534
"2023-02-24",0.6211
"2023-02-25",0.8322
"2023-02-26",0.7089
"2023-02-27",0.5686
"2023-02-28",0.562
"2023-03-01",0.5469
"2023-03-02",1.4981
"2023-03-03",1.6118
"2023-03-04",0.6191
"2023-03-05",0.7405
"2023-03-06",0.7773
"2023-03-07",0.6593
"2023-03-08",0.9705
"2023-03-09",1.348
"2023-03-10",0.9278
"2023-03-11",0.9235
"2023-03-12",0.8169
"2023-03-13",0.7439
"2023-03-14",0.6949
"2023-03-15",1.6368
"2023-03-16",2.0105
"2023-03-17",1.9914
"2023-03-18",1.8838
"2023-03-19",0.9648
"2023-03-20",1.8122
"2023-03-21",0.9537
"2023-03-22",1.2443
"2023-03-23",1.1136
"2023-03-24",1.7136
"2023-03-25",1.3013
"2023-03-26",1.588
"2023-03-27",2.2174
"2023-03-28",1.1375
"2023-03-29",1.033
"2023-03-30",1.5258
"2023-03-31",2.0347
"2023-04-01",1.4034
"2023-04-02",1.3691
"2023-04-03",1.2478
"2023-04-04",1.6726
"2023-04-05",2.4071
"2023-04-06",2.484
"2023-04-07",1.2542
"2023-04-08",2.3777
"2023-04-09",3.6086
"2023-04-10",3.7721
"2023-04-11",2.876
"2023-04-12",2.9124
"2023-04-13",2.6918
"2023-04-14",3.0778
"2023-04-15",3.4905
"2023-04-16",3.3007
"2023-04-17",2.8025
"2023-04-18",1.4075
"2023-04-19",2.5476
"2023-04-20",3.3379
"2023-04-21",2.7786
"2023-04-22",3.4656
"2023-04-23",3.2992
"2023-04-24",3.9365
"2023-04-25",3.7495
"2023-04-26",3.896
"2023-04-27",4.1406
"2023-04-28",4.5834
"2023-04-29",4.6787
"2023-04-30",4.0133
"2023-05-01",3.1759
"2023-05-02",1.7649
"2023-05-03",1.9247
"2023-05-04",1.5087
"2023-05-05",1.587
"2023-05-06",1.4486
"2023-05-07",1.8158
"2023-05-08",2.0822
"2023-05-09",3.052
"2023-05-10",3.4334
"2023-05-11",4.0641
"2023-05-12",4.5517
"2023-05-13",5.0271
"2023-05-14",3.9643
"2023-05-15",4.7263
"2023-05-16",4.8191
"2023-05-17",5.0961
"2023-05-18",5.0665
"2023-05-19",5.0347
"2023-05-20",4.936
"2023-05-21",4.8414
"2023-05-22",4.8592
"2023-05-23",4.0854
"2023-05-24",4.1433
"2023-05-25",3.2403
"2023-05-26",2.4948
"2023-05-27",4.3356
"2023-05-28",3.2907
"2023-05-29",3.3861
"2023-05-30",3.6725
"2023-05-31",4.2103
"2023-06-01",4.568
"2023-06-02",4.747
"2023-06-03",4.8586
"2023-06-04",4.3453
"2023-06-05",2.9341
"2023-06-06",3.7651
"2023-06-07",4.3128
"2023-06-08",3.323
"2023-06-09",3.8483
"2023-06-10",2.5583
"2023-06-11",3.0979
"2023-06-12",2.2077
"2023-06-13",3.4889
"2023-06-14",4.2478
"2023-06-15",4.6323
"2023-06-16",5.2658
"2023-06-17",5.0676
"2023-06-18",4.1998
"2023-06-19",3.9494
"2023-06-20",4.2187
"2023-06-21",4.3027
"2023-06-22",3.8038
"2023-06-23",3.8491
"2023-06-24",4.8874
"2023-06-25",4.6221
"2023-06-26",3.455
"2023-06-27",3.8935
"2023-06-28",4.0906
"2023-06-29",5.3049
"2023-06-30",5.6329
"2023-07-01",5.8867
"2023-07-02",6.1607
"2023-07-03",6.195
"2023-07-04",5.7757
"2023-07-05",5.7583
"2023-07-06",5.5811
"2023-07-07",5.3905
"2023-07-08",5.5078
"2023-07-09",5.469
"2023-07-10",5.6212
"2023-07-11",5.7077
"2023-07-12",5.7555
"2023-07-13",5.8441
"2023-07-14",5.511
"2023-07-15",6.3463
"2023-07-16",6.0851
"2023-07-17",5.8822
"2023-07-18",6.3573
"2023-07-19",5.9947
"2023-07-20",6.0428
"2023-07-21",6.0482
"2023-07-22",5.8434
"2023-07-23",5.4492
"2023-07-24",5.2837
"2023-07-25",6.2084
"2023-07-26",5.9512
"2023-07-27",6.1003
"2023-07-28",6.1636
"2023-07-29",5.7609
"2023-07-30",5.9825
"2023-07-31",5.4341
"2023-08-01",4.3904
"2023-08-02",5.0564
"2023-08-03",5.0543
"2023-08-04",4.9933
"2023-08-05",5.0132
"2023-08-06",5.1588
"2023-08-07",5.29
"2023-08-08",5.0903
"2023-08-09",5.2973
"2023-08-10",5.2198
"2023-08-11",4.3464
"2023-08-12",4.6957
"2023-08-13",4.9659
"2023-08-14",2.7818
"2023-08-15",3.6378
"2023-08-16",4.2156
"2023-08-17",4.5697
"2023-08-18",3.5264
"2023-08-19",3.116
"2023-08-20",1.8844
"2023-08-21",2.0125
"2023-08-22",2.8307
"2023-08-23",3.8603
"2023-08-24",4.4619
"2023-08-25",4.5755
"2023-08-26",4.7005
"2023-08-27",4.6241
"2023-08-28",5.0278
"2023-08-29",4.9745
"2023-08-30",4.4007
"2023-08-31",4.3583
"2023-09-01",2.215
"2023-09-02",1.9531
"2023-09-03",1.6219
"2023-09-04",3.1327
"2023-09-05",3.6021
"2023-09-06",3.8201
"2023-09-07",4.0182
"2023-09-08",4.1091
"2023-09-09",4.0792
"2023-09-10",4.0955
"2023-09-11",4.1072
"2023-09-12",3.8098
"2023-09-13",3.2406
"2023-09-14",3.761
"2023-09-15",3.6374
"2023-09-16",2.6691
"2023-09-17",3.3595
"2023-09-18",2.3565
"2023-09-19",3.0218
"2023-09-20",3.3659
"2023-09-21",2.3935
"2023-09-22",2.8272
"2023-09-23",3.3256
"2023-09-24",2.9116
"2023-09-25",3.0065
"2023-09-26",2.2374
"2023-09-27",3.3624
"2023-09-28",3.0119
"2023-09-29",2.0792
"2023-09-30",1.0531
"2023-10-01",0.9047
"2023-10-02",2.1048
"2023-10-03",1.6877
"2023-10-04",2.8168
"2023-10-05",2.9004
"2023-10-06",2.9453
"2023-10-07",3.1576
"2023-10-08",3.1825
"2023-10-09",2.4377
"2023-10-10",1.622
"2023-10-11",1.8462
"2023-10-12",2.1711
"2023-10-13",2.3162
"2023-10-14",2.8185
"2023-10-15",2.5954
"2023-10-16",2.3153
"2023-10-17",2.4367
"2023-10-18",2.8101
"2023-10-19",2.6412
"2023-10-20",2.4941
"2023-10-21",2.4324
"2023-10-22",1.1426
"2023-10-23",1.4458
"2023-10-24",1.956
"2023-10-25",0.9399
"2023-10-26",1.265
"2023-10-27",1.9264
"2023-10-28",1.4882
"2023-10-29",1.8322
"2023-10-30",1.7739
"2023-10-31",1.7274
"2023-11-01",1.2784
"2023-11-02",1.5569
"2023-11-03",1.7967
"2023-11-04",1.6784
"2023-11-05",1.8127
"2023-11-06",0.6919
"2023-11-07",0.5794
"2023-11-08",1.2266
"2023-11-09",1.1877
"2023-11-10",1.3717
"2023-11-11",1.285
"2023-11-12",1.9979
"2023-11-13",2.1275
"2023-11-14",1.8312
"2023-11-15",1.0916
"2023-11-16",0.3786
"2023-11-17",0.5845
"2023-11-18",0.3573
"2023-11-19",1.0035
"2023-11-20",1.2561
"2023-11-21",1.1643
"2023-11-22",1.0755
"2023-11-23",0.5601
"2023-11-24",0.8368
"2023-11-25",0.8329
"2023-11-26",0.989
